Testcase,Num,timestamp,End_detected,ASR_Result,TTS_Speak_directive,TTS_1st_data,TTS_1st_pcm_write,Dialog_Request_ID
weather,4,1718847040,-3315,-286,-343,-95,-1,282c8eb10b01314e13b9f0362773a525
weather,5,1718847049,-3314,-271,-375,-85,-1,282c8ed43301314e13b9f03681d8a0ed
weather,1,1718867086,-3317,-352,-366,-84,0,282dc090ac010dac1aafb821c18a0809
weather,2,1718867095,-3314,-331,-383,-86,0,282dc0b3d2010dac1aafb821fb66b3ab
weather,3,1718867104,-3315,-326,-378,-97,0,282dc0d6fa010dac1aafb821418fe10a
weather,4,1718867113,-3315,-324,-369,-96,0,282dc0fa22010dac1aafb82107d913ad
weather,5,1718867122,-3314,-333,-364,-94,0,282dc11d4a010dac1aafb821785e03d5
weather,1,1718910397,-3316,-336,-383,-99,0,28305571f401d23a7cf2b7bc4c17c4a1
weather,2,1718910406,-3315,-340,-373,-96,0,283055951a01d23a7cf2b7bcb978a9f6
weather,3,1718910415,-3314,-324,-363,-95,0,283055b84201d23a7cf2b7bc76cc0465
weather,4,1718910424,-3315,-329,-418,-96,0,283055db6a01d23a7cf2b7bcc054016c
weather,5,1718910433,-3315,-319,-399,-84,0,283055fe9201d23a7cf2b7bc9cffcf3f
weather,1,1718933431,-3317,-278,-334,-87,0,2831b4e6e201d1c8256a9629acc6b7e9
weather,2,1718933440,-3316,-289,-392,-101,-1,2831b50a0901d1c8256a9629128ad779
weather,3,1718933449,-3316,-275,-363,-99,0,2831b52d3001d1c8256a9629ee7f9269
weather,4,1718933458,-3316,-287,-369,-96,0,2831b5505801d1c8256a962930470f17
weather,5,1718933467,-3315,-285,-346,-87,0,2831b5737f01d1c8256a96290cf9a149
weather,1,1718953580,-3316,-566,-419,-117,0,2832e85b66011a9b8303c08784c2b58d
weather,2,1718953589,-3315,-649,-353,-84,0,2832e87e8b011a9b8303c08798e4129b
weather,3,1718953598,-3315,-273,-450,-92,0,2832e8a1b3011a9b8303c087804ccfa6
weather,4,1718953607,-3315,-280,-366,-100,0,2832e8c4dc011a9b8303c087888e390a
weather,5,1718953616,-3315,-282,-357,-105,0,2832e8e804011a9b8303c087d814e2b5
weather,1,1718975160,-3317,-340,-429,-104,0,283431a6a6015e6b2707960de7eabb7e
weather,2,1718975169,-3315,-341,-430,-99,0,283431c9cb015e6b2707960d20ee4c82
weather,3,1718975178,-3314,-343,-442,-94,0,283431ecf3015e6b2707960d6658e36a
weather,4,1718975187,-3315,-330,-410,-106,0,283432101c015e6b2707960d19f8e02b
weather,5,1718975196,-3315,-339,-382,-98,0,2834323343015e6b2707960df5ebe42a
weather,1,1718996667,-3316,-339,-528,-105,0,283579d06e01545b55f661ba51d0ea59
weather,2,1718996676,-3315,-337,-390,-97,0,283579f39501545b55f661ba5726fdde
weather,3,1718996685,-3314,-335,-385,-97,0,28357a16bc01545b55f661baa72b9b96
weather,4,1718996694,-3314,-335,-382,-87,0,28357a39e401545b55f661bad849d250
weather,5,1718996703,-3315,-338,-670,-100,0,28357a5d0c01545b55f661ba2f7bf2d3
weather,1,1719019814,-3317,-278,-403,-95,0,2836db024901caaac118262cee981a38
weather,2,1719019823,-3316,-276,-404,-97,0,2836db257001caaac118262c87891000
weather,3,1719019832,-3315,-285,-348,-100,0,2836db489801caaac118262c16bde089
weather,4,1719019841,-3315,-279,-363,-100,0,2836db6bc001caaac118262c4276f5e7
weather,5,1719019850,-3315,-276,-403,-97,0,2836db8ee801caaac118262ca26607f9
weather,1,1719039923,-3316,-551,-373,-132,0,28380dda5a014a19066f507618a2fa9c
weather,2,1719039932,-3315,-674,-462,-100,0,28380dfd80014a19066f507625c907a6
weather,3,1719039942,-3315,-283,-357,-92,0,28380e2490014a19066f50760488c1b1
weather,4,1719039951,-3314,-278,-453,-84,0,28380e47b8014a19066f50766b39c55d
weather,5,1719039960,-3315,-282,-345,-83,0,28380e6ae0014a19066f50764fed0ff8
weather,1,1719061591,-3316,-297,-433,-95,0,28395879140143680d2ba3bb94a57374
weather,2,1719061600,-3315,-288,-448,-82,0,2839589c3c0143680d2ba3bb419fc775
weather,3,1719061609,-3314,-292,-384,-86,0,283958bf640143680d2ba3bb294c7caf
weather,4,1719061618,-3315,-276,-439,-96,0,283958e28b0143680d2ba3bb87b47597
weather,5,1719061627,-3314,-288,-355,-82,0,28395905b30143680d2ba3bbbc51a8cb
weather,1,1719083137,-3316,-327,-384,-87,0,283aa13dff011af63f3e2d9bbdcc4a2d
weather,2,1719083146,-3315,-342,-371,-83,0,283aa16125011af63f3e2d9bc35fcb3a
weather,3,1719083155,-3315,-325,-372,-86,0,283aa1844c011af63f3e2d9b05ec7a33
weather,4,1719083164,-3315,-341,-386,-104,0,283aa1a775011af63f3e2d9b5e6022f1
weather,5,1719083173,-3315,-328,-386,-86,0,283aa1ca9d011af63f3e2d9b5e4c29b4
weather,1,1719106264,-3316,-332,-398,-85,0,283c02213001f650769f81e02e2a2df3
weather,2,1719106273,-3315,-324,-370,-85,0,283c02445701f650769f81e08c63ca23
weather,3,1719106282,-3315,-327,-370,-85,0,283c02677e01f650769f81e0184626c6
weather,4,1719106291,-3314,-329,-590,-83,0,283c028aa601f650769f81e094e4e48e
weather,5,1719106300,-3314,-337,-400,-96,0,283c02adcf01f650769f81e0fbd059ca
weather,1,1719126335,-3316,-342,-382,-82,0,283d34648901f8c8f4e1c7a4c5e00edb
weather,2,1719126344,-3315,-330,-384,-80,0,283d3487b001f8c8f4e1c7a41954f662
weather,3,1719126353,-3314,-331,-385,-84,0,283d34aad801f8c8f4e1c7a407cc14ed
weather,4,1719126362,-3314,-325,-391,-98,0,283d34ce0001f8c8f4e1c7a48ab5a581
weather,5,1719126371,-3314,-329,-384,-82,0,283d34f12801f8c8f4e1c7a4159bfbb6
weather,1,1719147904,-3316,-335,-367,-97,0,283e7d82c30154f3bfb6df20064fcb3d
weather,2,1719147913,-3315,-331,-397,-97,0,283e7da5ea0154f3bfb6df205283ad1a
weather,3,1719147922,-3315,-328,-399,-86,0,283e7dc9110154f3bfb6df2002302396
